query_id,query_type,query,plan,latency_ms
Q456,3,"SELECT city, COUNT(*)
            FROM patients
            GROUP BY city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Hashed', 'Partial Mode': 'Simple', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2333.0, 'Total Cost': 2333.04, 'Plan Rows': 4, 'Plan Width': 14, 'Disabled': False, 'Group Key': ['city'], 'Planned Partitions': 0, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 6, 'Disabled': False}]}}",21.280499873682857
Q457,3,"SELECT city, COUNT(*)
            FROM patients
            GROUP BY city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Hashed', 'Partial Mode': 'Simple', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2333.0, 'Total Cost': 2333.04, 'Plan Rows': 4, 'Plan Width': 14, 'Disabled': False, 'Group Key': ['city'], 'Planned Partitions': 0, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 6, 'Disabled': False}]}}",18.325999844819307
Q458,4,"SELECT p.name, a.appointment_date
            FROM patients p
            JOIN appointments a
            ON p.patient_id = a.patient_id;","{'Plan': {'Node Type': 'Hash Join', 'Parallel Aware': False, 'Async Capable': False, 'Join Type': 'Inner', 'Startup Cost': 3083.0, 'Total Cost': 13072.56, 'Plan Rows': 500000, 'Plan Width': 17, 'Disabled': False, 'Inner Unique': True, 'Hash Cond': '(a.patient_id = p.patient_id)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'appointments', 'Alias': 'a', 'Startup Cost': 0.0, 'Total Cost': 8677.0, 'Plan Rows': 500000, 'Plan Width': 8, 'Disabled': False}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 1833.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'p', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False}]}]}}",638.2124000228941
Q459,1,"SELECT *
            FROM patients
            WHERE age > 38;","{'Plan': {'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 66793, 'Plan Width': 32, 'Disabled': False, 'Filter': '(age > 38)'}}",62.61170003563166
Q460,5,"SELECT p.city, COUNT(a.appointment_id)
            FROM patients p
            JOIN appointments a
            ON p.patient_id = a.patient_id
            WHERE p.city = 'Delhi'
            GROUP BY p.city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Sorted', 'Partial Mode': 'Finalize', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 3394.84, 'Total Cost': 9832.22, 'Plan Rows': 1, 'Plan Width': 14, 'Disabled': False, 'Plans': [{'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 3394.84, 'Total Cost': 9832.21, 'Plan Rows': 2, 'Plan Width': 14, 'Disabled': False, 'Workers Planned': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Sorted', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2394.84, 'Total Cost': 8832.01, 'Plan Rows': 1, 'Plan Width': 14, 'Disabled': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Join Type': 'Inner', 'Startup Cost': 2394.84, 'Total Cost': 8702.07, 'Plan Rows': 51973, 'Plan Width': 10, 'Disabled': False, 'Inner Unique': True, 'Hash Cond': '(a.patient_id = p.patient_id)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'appointments', 'Alias': 'a', 'Startup Cost': 0.0, 'Total Cost': 5760.33, 'Plan Rows': 208333, 'Plan Width': 8, 'Disabled': False}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2083.0, 'Total Cost': 2083.0, 'Plan Rows': 24947, 'Plan Width': 10, 'Disabled': False, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'p', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 24947, 'Plan Width': 10, 'Disabled': False, 'Filter': ""((city)::text = 'Delhi'::text)""}]}]}]}]}]}}",111.09499982558191
Q461,5,"SELECT p.city, COUNT(a.appointment_id)
            FROM patients p
            JOIN appointments a
            ON p.patient_id = a.patient_id
            WHERE p.city = 'Delhi'
            GROUP BY p.city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Sorted', 'Partial Mode': 'Finalize', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 3394.84, 'Total Cost': 9832.22, 'Plan Rows': 1, 'Plan Width': 14, 'Disabled': False, 'Plans': [{'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 3394.84, 'Total Cost': 9832.21, 'Plan Rows': 2, 'Plan Width': 14, 'Disabled': False, 'Workers Planned': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Sorted', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2394.84, 'Total Cost': 8832.01, 'Plan Rows': 1, 'Plan Width': 14, 'Disabled': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Join Type': 'Inner', 'Startup Cost': 2394.84, 'Total Cost': 8702.07, 'Plan Rows': 51973, 'Plan Width': 10, 'Disabled': False, 'Inner Unique': True, 'Hash Cond': '(a.patient_id = p.patient_id)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'appointments', 'Alias': 'a', 'Startup Cost': 0.0, 'Total Cost': 5760.33, 'Plan Rows': 208333, 'Plan Width': 8, 'Disabled': False}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2083.0, 'Total Cost': 2083.0, 'Plan Rows': 24947, 'Plan Width': 10, 'Disabled': False, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'p', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 24947, 'Plan Width': 10, 'Disabled': False, 'Filter': ""((city)::text = 'Delhi'::text)""}]}]}]}]}]}}",126.74849992617965
Q462,4,"SELECT p.name, a.appointment_date
            FROM patients p
            JOIN appointments a
            ON p.patient_id = a.patient_id;","{'Plan': {'Node Type': 'Hash Join', 'Parallel Aware': False, 'Async Capable': False, 'Join Type': 'Inner', 'Startup Cost': 3083.0, 'Total Cost': 13072.56, 'Plan Rows': 500000, 'Plan Width': 17, 'Disabled': False, 'Inner Unique': True, 'Hash Cond': '(a.patient_id = p.patient_id)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'appointments', 'Alias': 'a', 'Startup Cost': 0.0, 'Total Cost': 8677.0, 'Plan Rows': 500000, 'Plan Width': 8, 'Disabled': False}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 1833.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'p', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False}]}]}}",657.1520001161844
Q463,4,"SELECT p.name, a.appointment_date
            FROM patients p
            JOIN appointments a
            ON p.patient_id = a.patient_id;","{'Plan': {'Node Type': 'Hash Join', 'Parallel Aware': False, 'Async Capable': False, 'Join Type': 'Inner', 'Startup Cost': 3083.0, 'Total Cost': 13072.56, 'Plan Rows': 500000, 'Plan Width': 17, 'Disabled': False, 'Inner Unique': True, 'Hash Cond': '(a.patient_id = p.patient_id)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'appointments', 'Alias': 'a', 'Startup Cost': 0.0, 'Total Cost': 8677.0, 'Plan Rows': 500000, 'Plan Width': 8, 'Disabled': False}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 1833.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'p', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False}]}]}}",619.0092999022454
Q464,3,"SELECT city, COUNT(*)
            FROM patients
            GROUP BY city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Hashed', 'Partial Mode': 'Simple', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2333.0, 'Total Cost': 2333.04, 'Plan Rows': 4, 'Plan Width': 14, 'Disabled': False, 'Group Key': ['city'], 'Planned Partitions': 0, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 6, 'Disabled': False}]}}",14.506399864330888
Q465,2,"SELECT *
            FROM patients
            WHERE city = 'Lucknow';","{'Plan': {'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 24850, 'Plan Width': 32, 'Disabled': False, 'Filter': ""((city)::text = 'Lucknow'::text)""}}",22.866599960252643
Q466,2,"SELECT *
            FROM patients
            WHERE city = 'Kanpur';","{'Plan': {'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 25197, 'Plan Width': 32, 'Disabled': False, 'Filter': ""((city)::text = 'Kanpur'::text)""}}",40.38399993441999
Q467,3,"SELECT city, COUNT(*)
            FROM patients
            GROUP BY city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Hashed', 'Partial Mode': 'Simple', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2333.0, 'Total Cost': 2333.04, 'Plan Rows': 4, 'Plan Width': 14, 'Disabled': False, 'Group Key': ['city'], 'Planned Partitions': 0, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 6, 'Disabled': False}]}}",17.921500140801072
Q468,3,"SELECT city, COUNT(*)
            FROM patients
            GROUP BY city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Hashed', 'Partial Mode': 'Simple', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2333.0, 'Total Cost': 2333.04, 'Plan Rows': 4, 'Plan Width': 14, 'Disabled': False, 'Group Key': ['city'], 'Planned Partitions': 0, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 6, 'Disabled': False}]}}",21.45700016990304
Q469,3,"SELECT city, COUNT(*)
            FROM patients
            GROUP BY city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Hashed', 'Partial Mode': 'Simple', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2333.0, 'Total Cost': 2333.04, 'Plan Rows': 4, 'Plan Width': 14, 'Disabled': False, 'Group Key': ['city'], 'Planned Partitions': 0, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 6, 'Disabled': False}]}}",19.6067001670599
Q470,2,"SELECT *
            FROM patients
            WHERE city = 'Mumbai';","{'Plan': {'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 25007, 'Plan Width': 32, 'Disabled': False, 'Filter': ""((city)::text = 'Mumbai'::text)""}}",31.857999972999096
Q471,1,"SELECT *
            FROM patients
            WHERE age > 58;","{'Plan': {'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 34510, 'Plan Width': 32, 'Disabled': False, 'Filter': '(age > 58)'}}",42.216100031509995
Q472,1,"SELECT *
            FROM patients
            WHERE age > 57;","{'Plan': {'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 36047, 'Plan Width': 32, 'Disabled': False, 'Filter': '(age > 57)'}}",47.00280004180968
Q473,2,"SELECT *
            FROM patients
            WHERE city = 'Mumbai';","{'Plan': {'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 25007, 'Plan Width': 32, 'Disabled': False, 'Filter': ""((city)::text = 'Mumbai'::text)""}}",34.62040005251765
Q474,5,"SELECT p.city, COUNT(a.appointment_id)
            FROM patients p
            JOIN appointments a
            ON p.patient_id = a.patient_id
            WHERE p.city = 'Kanpur'
            GROUP BY p.city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Sorted', 'Partial Mode': 'Finalize', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 3397.96, 'Total Cost': 9836.65, 'Plan Rows': 1, 'Plan Width': 14, 'Disabled': False, 'Plans': [{'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 3397.96, 'Total Cost': 9836.64, 'Plan Rows': 2, 'Plan Width': 14, 'Disabled': False, 'Workers Planned': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Sorted', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2397.96, 'Total Cost': 8836.44, 'Plan Rows': 1, 'Plan Width': 14, 'Disabled': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Join Type': 'Inner', 'Startup Cost': 2397.96, 'Total Cost': 8705.19, 'Plan Rows': 52494, 'Plan Width': 10, 'Disabled': False, 'Inner Unique': True, 'Hash Cond': '(a.patient_id = p.patient_id)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'appointments', 'Alias': 'a', 'Startup Cost': 0.0, 'Total Cost': 5760.33, 'Plan Rows': 208333, 'Plan Width': 8, 'Disabled': False}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2083.0, 'Total Cost': 2083.0, 'Plan Rows': 25197, 'Plan Width': 10, 'Disabled': False, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'p', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 25197, 'Plan Width': 10, 'Disabled': False, 'Filter': ""((city)::text = 'Kanpur'::text)""}]}]}]}]}]}}",80.15879988670349
Q475,1,"SELECT *
            FROM patients
            WHERE age > 40;","{'Plan': {'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 63643, 'Plan Width': 32, 'Disabled': False, 'Filter': '(age > 40)'}}",73.04749987088144
Q476,1,"SELECT *
            FROM patients
            WHERE age > 62;","{'Plan': {'Node Type': 'Seq Scan', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 28253, 'Plan Width': 32, 'Disabled': False, 'Filter': '(age > 62)'}}",21.302599925547838
Q477,3,"SELECT city, COUNT(*)
            FROM patients
            GROUP BY city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Hashed', 'Partial Mode': 'Simple', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2333.0, 'Total Cost': 2333.04, 'Plan Rows': 4, 'Plan Width': 14, 'Disabled': False, 'Group Key': ['city'], 'Planned Partitions': 0, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 6, 'Disabled': False}]}}",12.099500047042966
Q478,4,"SELECT p.name, a.appointment_date
            FROM patients p
            JOIN appointments a
            ON p.patient_id = a.patient_id;","{'Plan': {'Node Type': 'Hash Join', 'Parallel Aware': False, 'Async Capable': False, 'Join Type': 'Inner', 'Startup Cost': 3083.0, 'Total Cost': 13072.56, 'Plan Rows': 500000, 'Plan Width': 17, 'Disabled': False, 'Inner Unique': True, 'Hash Cond': '(a.patient_id = p.patient_id)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'appointments', 'Alias': 'a', 'Startup Cost': 0.0, 'Total Cost': 8677.0, 'Plan Rows': 500000, 'Plan Width': 8, 'Disabled': False}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 1833.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'p', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False}]}]}}",602.891799993813
Q479,3,"SELECT city, COUNT(*)
            FROM patients
            GROUP BY city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Hashed', 'Partial Mode': 'Simple', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2333.0, 'Total Cost': 2333.04, 'Plan Rows': 4, 'Plan Width': 14, 'Disabled': False, 'Group Key': ['city'], 'Planned Partitions': 0, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 6, 'Disabled': False}]}}",11.328699998557568
Q480,4,"SELECT p.name, a.appointment_date
            FROM patients p
            JOIN appointments a
            ON p.patient_id = a.patient_id;","{'Plan': {'Node Type': 'Hash Join', 'Parallel Aware': False, 'Async Capable': False, 'Join Type': 'Inner', 'Startup Cost': 3083.0, 'Total Cost': 13072.56, 'Plan Rows': 500000, 'Plan Width': 17, 'Disabled': False, 'Inner Unique': True, 'Hash Cond': '(a.patient_id = p.patient_id)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'appointments', 'Alias': 'a', 'Startup Cost': 0.0, 'Total Cost': 8677.0, 'Plan Rows': 500000, 'Plan Width': 8, 'Disabled': False}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 1833.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'p', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False}]}]}}",592.5644000526518
Q481,3,"SELECT city, COUNT(*)
            FROM patients
            GROUP BY city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Hashed', 'Partial Mode': 'Simple', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2333.0, 'Total Cost': 2333.04, 'Plan Rows': 4, 'Plan Width': 14, 'Disabled': False, 'Group Key': ['city'], 'Planned Partitions': 0, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'patients', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 6, 'Disabled': False}]}}",11.917599942535162
Q482,5,"SELECT p.city, COUNT(a.appointment_id)
            FROM patients p
            JOIN appointments a
            ON p.patient_id = a.patient_id
            WHERE p.city = 'Lucknow'
            GROUP BY p.city;","{'Plan': {'Node Type': 'Aggregate', 'Strategy': 'Sorted', 'Partial Mode': 'Finalize', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 3393.62, 'Total Cost': 9830.51, 'Plan Rows': 1, 'Plan Width': 14, 'Disabled': False, 'Plans': [{'Node Type': 'Gather', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 3393.62, 'Total Cost': 9830.49, 'Plan Rows': 2, 'Plan Width': 14, 'Disabled': False, 'Workers Planned': 2, 'Single Copy': False, 'Plans': [{'Node Type': 'Aggregate', 'Strategy': 'Sorted', 'Partial Mode': 'Partial', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2393.62, 'Total Cost': 8830.29, 'Plan Rows': 1, 'Plan Width': 14, 'Disabled': False, 'Plans': [{'Node Type': 'Hash Join', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Join Type': 'Inner', 'Startup Cost': 2393.62, 'Total Cost': 8700.85, 'Plan Rows': 51771, 'Plan Width': 10, 'Disabled': False, 'Inner Unique': True, 'Hash Cond': '(a.patient_id = p.patient_id)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': True, 'Async Capable': False, 'Relation Name': 'appointments', 'Alias': 'a', 'Startup Cost': 0.0, 'Total Cost': 5760.33, 'Plan Rows': 208333, 'Plan Width': 8, 'Disabled': False}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 2083.0, 'Total Cost': 2083.0, 'Plan Rows': 24850, 'Plan Width': 10, 'Disabled': False, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'p', 'Startup Cost': 0.0, 'Total Cost': 2083.0, 'Plan Rows': 24850, 'Plan Width': 10, 'Disabled': False, 'Filter': ""((city)::text = 'Lucknow'::text)""}]}]}]}]}]}}",77.46859989129007
Q483,4,"SELECT p.name, a.appointment_date
            FROM patients p
            JOIN appointments a
            ON p.patient_id = a.patient_id;","{'Plan': {'Node Type': 'Hash Join', 'Parallel Aware': False, 'Async Capable': False, 'Join Type': 'Inner', 'Startup Cost': 3083.0, 'Total Cost': 13072.56, 'Plan Rows': 500000, 'Plan Width': 17, 'Disabled': False, 'Inner Unique': True, 'Hash Cond': '(a.patient_id = p.patient_id)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'appointments', 'Alias': 'a', 'Startup Cost': 0.0, 'Total Cost': 8677.0, 'Plan Rows': 500000, 'Plan Width': 8, 'Disabled': False}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 1833.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'p', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False}]}]}}",659.5793000888079
Q484,4,"SELECT p.name, a.appointment_date
            FROM patients p
            JOIN appointments a
            ON p.patient_id = a.patient_id;","{'Plan': {'Node Type': 'Hash Join', 'Parallel Aware': False, 'Async Capable': False, 'Join Type': 'Inner', 'Startup Cost': 3083.0, 'Total Cost': 13072.56, 'Plan Rows': 500000, 'Plan Width': 17, 'Disabled': False, 'Inner Unique': True, 'Hash Cond': '(a.patient_id = p.patient_id)', 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'appointments', 'Alias': 'a', 'Startup Cost': 0.0, 'Total Cost': 8677.0, 'Plan Rows': 500000, 'Plan Width': 8, 'Disabled': False}, {'Node Type': 'Hash', 'Parent Relationship': 'Inner', 'Parallel Aware': False, 'Async Capable': False, 'Startup Cost': 1833.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False, 'Plans': [{'Node Type': 'Seq Scan', 'Parent Relationship': 'Outer', 'Parallel Aware': False, 'Async Capable': False, 'Relation Name': 'patients', 'Alias': 'p', 'Startup Cost': 0.0, 'Total Cost': 1833.0, 'Plan Rows': 100000, 'Plan Width': 17, 'Disabled': False}]}]}}",650.1686000265181
