total_cost,estimated_rows,plan_width,has_where,has_join,has_group_by,has_order_by,has_aggregate,latency_ms
2083.0,22193,32,1,0,0,0,0,20.50440013408661
2083.0,19053,32,1,0,0,0,0,26.19080012664199
2083.0,95297,32,1,0,0,0,0,86.79900015704334
2333.04,4,14,0,0,1,0,1,11.457599932327868
2083.0,26780,32,1,0,0,0,0,25.50090011209249
13072.56,500000,17,0,1,0,0,0,642.637100070715
2333.04,4,14,0,0,1,0,1,11.61470008082688
2333.04,4,14,0,0,1,0,1,12.082199798896909
13072.56,500000,17,0,1,0,0,0,665.7077001873404
2333.04,4,14,0,0,1,0,1,10.934500023722649
13072.56,500000,17,0,1,0,0,0,612.3682998586446
2083.0,25197,32,1,0,0,0,0,23.751999950036407
9832.22,1,14,1,1,1,0,1,71.39789988286793
9832.22,1,14,1,1,1,0,1,71.27160020172596
2083.0,92113,32,1,0,0,0,0,99.94270000606777
2083.0,25233,32,1,0,0,0,0,19.548499956727028
2083.0,25197,32,1,0,0,0,0,23.203599965199828
2333.04,4,14,0,0,1,0,1,11.69569999910891
2083.0,23723,32,1,0,0,0,0,41.38830001465976
2083.0,95297,32,1,0,0,0,0,95.75730003416538
9830.51,1,14,1,1,1,0,1,158.8401000481099
2083.0,29877,32,1,0,0,0,0,40.62450001947582
2083.0,76157,32,1,0,0,0,0,89.0506999567151
2083.0,25197,32,1,0,0,0,0,22.272299975156784
2083.0,25007,32,1,0,0,0,0,24.837200064212084
13072.56,500000,17,0,1,0,0,0,711.3969000056386
13072.56,500000,17,0,1,0,0,0,680.3014001343399
2083.0,25197,32,1,0,0,0,0,30.28629999607801
2083.0,25007,32,1,0,0,0,0,32.53310010768473
9832.22,1,14,1,1,1,0,1,84.81399994343519
9836.65,1,14,1,1,1,0,1,91.21169988065958
9832.22,1,14,1,1,1,0,1,165.81379994750023
2083.0,25007,32,1,0,0,0,0,33.74830004759133
2083.0,93623,32,1,0,0,0,0,97.97869995236395
2083.0,25197,32,1,0,0,0,0,29.489800101146106
13072.56,500000,17,0,1,0,0,0,633.1970999017358
2333.04,4,14,0,0,1,0,1,13.986800098791718
13072.56,500000,17,0,1,0,0,0,627.6901999954134
2083.0,24947,32,1,0,0,0,0,25.55710007436573
13072.56,500000,17,0,1,0,0,0,629.9137999303639
13072.56,500000,17,0,1,0,0,0,603.8947999477386
2333.04,4,14,0,0,1,0,1,15.48729999922216
2083.0,25007,32,1,0,0,0,0,28.033799957484007
13072.56,500000,17,0,1,0,0,0,617.7912000566721
2333.04,4,14,0,0,1,0,1,12.591500068083404
2333.04,4,14,0,0,1,0,1,12.418200029060245
2083.0,25197,32,1,0,0,0,0,32.437599962577224
13072.56,500000,17,0,1,0,0,0,633.4119001403451
13072.56,500000,17,0,1,0,0,0,583.6628000251949
2083.0,25007,32,1,0,0,0,0,25.323699926957488
13072.56,500000,17,0,1,0,0,0,634.0657998807728
2083.0,82527,32,1,0,0,0,0,54.91170007735491
2333.04,4,14,0,0,1,0,1,11.025700019672511
2083.0,36047,32,1,0,0,0,0,35.634899977594614
2083.0,25197,32,1,0,0,0,0,24.168599862605333
13072.56,500000,17,0,1,0,0,0,645.6125997938216
2333.04,4,14,0,0,1,0,1,20.523499930277467
9833.29,1,14,1,1,1,0,1,106.09560017473996
2333.04,4,14,0,0,1,0,1,22.742799948900934
2333.04,4,14,0,0,1,0,1,22.79590000398457
2333.04,4,14,0,0,1,0,1,20.632399944588546
9833.29,1,14,1,1,1,0,1,156.4748000819236
2333.04,4,14,0,0,1,0,1,21.35120006278157
2333.04,4,14,0,0,1,0,1,25.144899962469932
2083.0,25007,32,1,0,0,0,0,42.49410005286336
2333.04,4,14,0,0,1,0,1,22.469400195404887
2083.0,19053,32,1,0,0,0,0,23.61069992184639
2333.04,4,14,0,0,1,0,1,20.97019995562732
9832.22,1,14,1,1,1,0,1,77.27560005150735
2333.04,4,14,0,0,1,0,1,20.391899859532717
13072.56,500000,17,0,1,0,0,0,634.431199869141
2083.0,25007,32,1,0,0,0,0,29.78159999474883
2083.0,25007,32,1,0,0,0,0,19.488600082695484
2333.04,4,14,0,0,1,0,1,12.01750012114644
2333.04,4,14,0,0,1,0,1,14.461199985817077
2333.04,4,14,0,0,1,0,1,20.854299888014797
2083.0,42313,32,1,0,0,0,0,56.642299983650446
13072.56,500000,17,0,1,0,0,0,620.0317998882383
13072.56,500000,17,0,1,0,0,0,599.7061999514699
2333.04,4,14,0,0,1,0,1,11.536900186911224
9830.51,1,14,1,1,1,0,1,70.90120017528534
13072.56,500000,17,0,1,0,0,0,628.2915000338107
2083.0,87343,32,1,0,0,0,0,65.24710007943213
2083.0,25007,32,1,0,0,0,0,20.1985000167042
13072.56,500000,17,0,1,0,0,0,594.9908001348376
2333.04,4,14,0,0,1,0,1,11.670000152662396
9830.51,1,14,1,1,1,0,1,67.56959995254874
2083.0,92113,32,1,0,0,0,0,101.59400012344122
2083.0,25233,32,1,0,0,0,0,19.129399908706542
13072.56,500000,17,0,1,0,0,0,598.7432000692934
13072.56,500000,17,0,1,0,0,0,620.1337999664247
13072.56,500000,17,0,1,0,0,0,612.1648999396712
9830.51,1,14,1,1,1,0,1,65.68440003320575
13072.56,500000,17,0,1,0,0,0,651.269800029695
13072.56,500000,17,0,1,0,0,0,572.8964998852462
2083.0,23723,32,1,0,0,0,0,27.01369998976588
2083.0,24850,32,1,0,0,0,0,20.25069994851947
13072.56,500000,17,0,1,0,0,0,614.4638999830931
2083.0,79387,32,1,0,0,0,0,59.24299987964332
9830.51,1,14,1,1,1,0,1,68.99519986473024
2083.0,24947,32,1,0,0,0,0,28.58329983428121
13072.56,500000,17,0,1,0,0,0,616.7270999867469
9836.65,1,14,1,1,1,0,1,65.42639993131161
9833.29,1,14,1,1,1,0,1,151.53070003725588
2333.04,4,14,0,0,1,0,1,20.762000000104308
2083.0,24850,32,1,0,0,0,0,44.23830006271601
9833.29,1,14,1,1,1,0,1,75.84970002062619
2083.0,56903,32,1,0,0,0,0,59.6195999532938
9832.22,1,14,1,1,1,0,1,70.47469983808696
2083.0,24947,32,1,0,0,0,0,28.565300162881613
2083.0,25197,32,1,0,0,0,0,36.160700023174286
13072.56,500000,17,0,1,0,0,0,646.2003998458385
13072.56,500000,17,0,1,0,0,0,626.6949998680502
2083.0,23723,32,1,0,0,0,0,30.74930002912879
9833.29,1,14,1,1,1,0,1,63.80739994347096
2083.0,24850,32,1,0,0,0,0,32.79269998893142
13072.56,500000,17,0,1,0,0,0,632.4707998428494
9836.65,1,14,1,1,1,0,1,64.23019990324974
9830.51,1,14,1,1,1,0,1,65.34910015761852
2333.04,4,14,0,0,1,0,1,18.936300184577703
2083.0,74580,32,1,0,0,0,0,88.14990008249879
9832.22,1,14,1,1,1,0,1,72.7719001006335
9830.51,1,14,1,1,1,0,1,65.64939999952912
9832.22,1,14,1,1,1,0,1,67.11430009454489
2083.0,45617,32,1,0,0,0,0,53.02359978668392
2083.0,22193,32,1,0,0,0,0,34.258499974384904
2333.04,4,14,0,0,1,0,1,19.99860000796616
2083.0,24850,32,1,0,0,0,0,43.288799934089184
2333.04,4,14,0,0,1,0,1,18.82339990697801
2083.0,25007,32,1,0,0,0,0,37.95140003785491
9836.65,1,14,1,1,1,0,1,68.39139992371202
2083.0,24850,32,1,0,0,0,0,30.96859995275736
2333.04,4,14,0,0,1,0,1,19.54829995520413
2083.0,24947,32,1,0,0,0,0,33.26219995506108
2083.0,25197,32,1,0,0,0,0,36.47819999605417
2083.0,24850,32,1,0,0,0,0,38.18730008788407
13072.56,500000,17,0,1,0,0,0,617.8621000144631
2083.0,25007,32,1,0,0,0,0,23.518799804151055
2333.04,4,14,0,0,1,0,1,11.10300002619624
9832.22,1,14,1,1,1,0,1,149.13500007241964
13072.56,500000,17,0,1,0,0,0,650.4009999334812
2083.0,87343,32,1,0,0,0,0,56.92789983004332
13072.56,500000,17,0,1,0,0,0,618.7503999099135
9836.65,1,14,1,1,1,0,1,67.8866000380367
13072.56,500000,17,0,1,0,0,0,617.5946998409927
2333.04,4,14,0,0,1,0,1,11.904099956154823
9833.29,1,14,1,1,1,0,1,70.05360000766814
2333.04,4,14,0,0,1,0,1,18.724000081419945
2333.04,4,14,0,0,1,0,1,20.9455001167953
2333.04,4,14,0,0,1,0,1,19.53779999166727
2333.04,4,14,0,0,1,0,1,19.755200017243624
2083.0,22193,32,1,0,0,0,0,39.968099910765886
13072.56,500000,17,0,1,0,0,0,615.7925000879914
2083.0,87343,32,1,0,0,0,0,65.59400004334748
9836.65,1,14,1,1,1,0,1,65.96720009110868
13072.56,500000,17,0,1,0,0,0,632.75619992055
2083.0,42313,32,1,0,0,0,0,37.95150015503168
13072.56,500000,17,0,1,0,0,0,597.7318999357522
9832.22,1,14,1,1,1,0,1,68.14730004407465
13072.56,500000,17,0,1,0,0,0,620.8570001181215
2083.0,24947,32,1,0,0,0,0,22.91770000010729
9836.65,1,14,1,1,1,0,1,70.56590006686747
2083.0,74580,32,1,0,0,0,0,85.5870998930186
2083.0,25007,32,1,0,0,0,0,21.854300051927567
2083.0,25007,32,1,0,0,0,0,19.84709990210831
2083.0,98410,32,1,0,0,0,0,96.84309992007913
9833.29,1,14,1,1,1,0,1,66.06299988925457
2333.04,4,14,0,0,1,0,1,20.524700172245502
2083.0,25197,32,1,0,0,0,0,44.52130012214184
2083.0,24947,32,1,0,0,0,0,37.661399925127625
13072.56,500000,17,0,1,0,0,0,616.0999001003802
2333.04,4,14,0,0,1,0,1,14.058999950066209
9832.22,1,14,1,1,1,0,1,147.0540000591427
13072.56,500000,17,0,1,0,0,0,638.076099799946
2333.04,4,14,0,0,1,0,1,18.691600067541003
2083.0,85630,32,1,0,0,0,0,86.0003000125289
13072.56,500000,17,0,1,0,0,0,599.0556001197547
2083.0,24850,32,1,0,0,0,0,23.9160000346601
9830.51,1,14,1,1,1,0,1,163.17000007256866
9836.65,1,14,1,1,1,0,1,68.17230000160635
9836.65,1,14,1,1,1,0,1,68.91490006819367
2083.0,95297,32,1,0,0,0,0,102.76509984396398
2083.0,71460,32,1,0,0,0,0,49.93859981186688
2083.0,22193,32,1,0,0,0,0,27.132500195875764
2083.0,24947,32,1,0,0,0,0,18.74090009368956
2083.0,74580,32,1,0,0,0,0,66.01829989813268
9832.22,1,14,1,1,1,0,1,69.62680001743138
2083.0,25197,32,1,0,0,0,0,38.26580010354519
2083.0,24947,32,1,0,0,0,0,44.885999988764524
2083.0,79387,32,1,0,0,0,0,76.5994000248611
9830.51,1,14,1,1,1,0,1,75.7222999818623
9830.51,1,14,1,1,1,0,1,68.72459989972413
2083.0,42313,32,1,0,0,0,0,57.51800001598895
2083.0,37503,32,1,0,0,0,0,34.55600002780557
13072.56,500000,17,0,1,0,0,0,592.7029000595212
2333.04,4,14,0,0,1,0,1,10.962700005620718
2083.0,24947,32,1,0,0,0,0,30.52339982241392
13072.56,500000,17,0,1,0,0,0,610.0327000021935
2083.0,39067,32,1,0,0,0,0,38.57690002769232
9830.51,1,14,1,1,1,0,1,66.93790014833212
2083.0,24947,32,1,0,0,0,0,31.960500171408057
2333.04,4,14,0,0,1,0,1,19.0310999751091
2083.0,24947,32,1,0,0,0,0,33.89780013822019
2083.0,74580,32,1,0,0,0,0,83.56390008702874
9836.65,1,14,1,1,1,0,1,155.71700013242662
2083.0,24947,32,1,0,0,0,0,40.67210014909506
2333.04,4,14,0,0,1,0,1,21.770399995148185
9836.65,1,14,1,1,1,0,1,67.89000006392598
2333.04,4,14,0,0,1,0,1,19.07909987494349
13072.56,500000,17,0,1,0,0,0,624.0952000953257
2083.0,25197,32,1,0,0,0,0,34.203700022771955
2083.0,24850,32,1,0,0,0,0,18.24610005132854
2083.0,25197,32,1,0,0,0,0,19.236099906265736
2083.0,68290,32,1,0,0,0,0,64.11519995890558
13072.56,500000,17,0,1,0,0,0,613.9498001430184
9836.65,1,14,1,1,1,0,1,61.68869999237359
2083.0,79387,32,1,0,0,0,0,87.57079998031259
9836.65,1,14,1,1,1,0,1,61.22120004147291
9832.22,1,14,1,1,1,0,1,65.91100012883544
2083.0,24850,32,1,0,0,0,0,38.43050007708371
2083.0,74580,32,1,0,0,0,0,79.44169989787042
2333.04,4,14,0,0,1,0,1,11.613300070166588
2083.0,24947,32,1,0,0,0,0,20.20630007609725
13072.56,500000,17,0,1,0,0,0,621.3675001636147
2083.0,56903,32,1,0,0,0,0,46.44609987735748
2083.0,25197,32,1,0,0,0,0,18.740300089120865
2083.0,24947,32,1,0,0,0,0,18.582000164315104
13072.56,500000,17,0,1,0,0,0,611.5688001736999
13072.56,500000,17,0,1,0,0,0,587.7714999951422
2083.0,25007,32,1,0,0,0,0,24.0792001131922
2083.0,82527,32,1,0,0,0,0,73.02690017968416
9833.29,1,14,1,1,1,0,1,69.82390000484884
2083.0,34510,32,1,0,0,0,0,42.79430001042783
2083.0,95297,32,1,0,0,0,0,102.51690004952252
2083.0,17320,32,1,0,0,0,0,22.634900175035
2083.0,42313,32,1,0,0,0,0,32.76759991422296
9836.65,1,14,1,1,1,0,1,68.84020008146763
2083.0,25197,32,1,0,0,0,0,29.44969991222024
13072.56,500000,17,0,1,0,0,0,609.8724999465048
2083.0,25007,32,1,0,0,0,0,29.78179999627173
2333.04,4,14,0,0,1,0,1,11.845099972561002
9832.22,1,14,1,1,1,0,1,70.25850005447865
2083.0,95297,32,1,0,0,0,0,95.66999995149672
2333.04,4,14,0,0,1,0,1,12.74630008265376
2083.0,33017,32,1,0,0,0,0,28.706599958240982
2083.0,93623,32,1,0,0,0,0,101.48710012435912
13072.56,500000,17,0,1,0,0,0,590.2754999697208
2333.04,4,14,0,0,1,0,1,11.210200143978
13072.56,500000,17,0,1,0,0,0,648.550400044769
2083.0,24850,32,1,0,0,0,0,22.93380000628531
2083.0,24850,32,1,0,0,0,0,28.60819990746677
9836.65,1,14,1,1,1,0,1,78.36939999833703
2083.0,25007,32,1,0,0,0,0,33.397499937564135
9832.22,1,14,1,1,1,0,1,70.00460010021925
13072.56,500000,17,0,1,0,0,0,687.3055999167264
2333.04,4,14,0,0,1,0,1,13.5385999456048
2083.0,17320,32,1,0,0,0,0,25.32789995893836
9832.22,1,14,1,1,1,0,1,66.98399991728365
2333.04,4,14,0,0,1,0,1,20.830800058320165
2333.04,4,14,0,0,1,0,1,19.421099917963147
13072.56,500000,17,0,1,0,0,0,634.721799986437
2333.04,4,14,0,0,1,0,1,11.94869983009994
2333.04,4,14,0,0,1,0,1,10.899199871346354
2083.0,25197,32,1,0,0,0,0,33.86959992349148
2333.04,4,14,0,0,1,0,1,18.390200100839134
2083.0,24850,32,1,0,0,0,0,35.42900015600026
9830.51,1,14,1,1,1,0,1,69.12879995070398
2083.0,25197,32,1,0,0,0,0,31.65269992314279
2333.04,4,14,0,0,1,0,1,19.553099991753697
9833.29,1,14,1,1,1,0,1,72.44769996032119
2333.04,4,14,0,0,1,0,1,19.960499834269285
13072.56,500000,17,0,1,0,0,0,664.5027999766171
13072.56,500000,17,0,1,0,0,0,597.4908999633044
9832.22,1,14,1,1,1,0,1,70.27889997698367
2083.0,25197,32,1,0,0,0,0,36.82949999347329
13072.56,500000,17,0,1,0,0,0,606.0934001579881
2083.0,25007,32,1,0,0,0,0,23.775700014084578
2333.04,4,14,0,0,1,0,1,11.593000032007694
9830.51,1,14,1,1,1,0,1,67.19919992610812
9832.22,1,14,1,1,1,0,1,70.94460004009306
13072.56,500000,17,0,1,0,0,0,604.6588001772761
9832.22,1,14,1,1,1,0,1,65.61810011044145
2333.04,4,14,0,0,1,0,1,19.03120009228587
13072.56,500000,17,0,1,0,0,0,606.5960000269115
9832.22,1,14,1,1,1,0,1,66.06430001556873
9830.51,1,14,1,1,1,0,1,68.93579987809062
2083.0,24850,32,1,0,0,0,0,42.90080000646413
9830.51,1,14,1,1,1,0,1,68.00880003720522
13072.56,500000,17,0,1,0,0,0,592.9845999926329
2083.0,19053,32,1,0,0,0,0,24.32209998369217
2083.0,24850,32,1,0,0,0,0,18.131399992853403
9832.22,1,14,1,1,1,0,1,67.7205000538379
2333.04,4,14,0,0,1,0,1,19.24039982259273
2083.0,39067,32,1,0,0,0,0,48.7313000485301
13072.56,500000,17,0,1,0,0,0,604.2550001293421
2083.0,24850,32,1,0,0,0,0,28.92069984227419
2083.0,25197,32,1,0,0,0,0,19.753600005060434
13072.56,500000,17,0,1,0,0,0,602.6286999695003
13072.56,500000,17,0,1,0,0,0,577.6474999729544
13072.56,500000,17,0,1,0,0,0,570.8881001919508
9836.65,1,14,1,1,1,0,1,61.6866999771446
9832.22,1,14,1,1,1,0,1,68.36169981397688
2083.0,48740,32,1,0,0,0,0,62.682799994945526
2333.04,4,14,0,0,1,0,1,11.260699946433306
9833.29,1,14,1,1,1,0,1,67.24109989590943
9830.51,1,14,1,1,1,0,1,71.83939986862242
9836.65,1,14,1,1,1,0,1,67.51669989898801
2333.04,4,14,0,0,1,0,1,20.057399990037084
9836.65,1,14,1,1,1,0,1,68.30130005255342
2083.0,25197,32,1,0,0,0,0,33.458600053563714
2333.04,4,14,0,0,1,0,1,20.153900142759085
2083.0,53563,32,1,0,0,0,0,61.063600005581975
9830.51,1,14,1,1,1,0,1,68.72089998796582
13072.56,500000,17,0,1,0,0,0,623.8401997834444
2083.0,25007,32,1,0,0,0,0,27.97539997845888
2083.0,24850,32,1,0,0,0,0,18.699900014325976
2083.0,95297,32,1,0,0,0,0,94.62540014646947
2083.0,25007,32,1,0,0,0,0,42.84029989503324
2083.0,25007,32,1,0,0,0,0,27.745400089770555
2333.04,4,14,0,0,1,0,1,17.593699973076582
2333.04,4,14,0,0,1,0,1,23.45219999551773
2083.0,77783,32,1,0,0,0,0,74.08619998022914
9832.22,1,14,1,1,1,0,1,73.63219978287816
9830.51,1,14,1,1,1,0,1,72.23749998956919
9832.22,1,14,1,1,1,0,1,67.94139998964965
9832.22,1,14,1,1,1,0,1,63.87419998645783
13072.56,500000,17,0,1,0,0,0,598.397099878639
9830.51,1,14,1,1,1,0,1,140.40619996376336
9833.29,1,14,1,1,1,0,1,69.12139989435673
13072.56,500000,17,0,1,0,0,0,629.1012999136001
2333.04,4,14,0,0,1,0,1,11.74300001002848
9830.51,1,14,1,1,1,0,1,73.08870018459857
13072.56,500000,17,0,1,0,0,0,619.9306000489742
9836.65,1,14,1,1,1,0,1,67.36639980226755
9836.65,1,14,1,1,1,0,1,68.78430000506341
2083.0,60267,32,1,0,0,0,0,76.90059999004006
9836.65,1,14,1,1,1,0,1,64.87719994038343
9830.51,1,14,1,1,1,0,1,68.90790001489222
9836.65,1,14,1,1,1,0,1,69.03339992277324
2083.0,25007,32,1,0,0,0,0,33.18209992721677
2333.04,4,14,0,0,1,0,1,22.117399843409657
2083.0,25197,32,1,0,0,0,0,34.7229999024421
9833.29,1,14,1,1,1,0,1,73.12149996869266
13072.56,500000,17,0,1,0,0,0,640.5517000239342
2333.04,4,14,0,0,1,0,1,11.85259991325438
9833.29,1,14,1,1,1,0,1,73.71559995226562
2083.0,36047,32,1,0,0,0,0,49.99470012262464
2083.0,92113,32,1,0,0,0,0,95.58150009252132
13072.56,500000,17,0,1,0,0,0,581.4465000294149
9836.65,1,14,1,1,1,0,1,64.45639999583364
2083.0,58600,32,1,0,0,0,0,73.43450002372265
2083.0,77783,32,1,0,0,0,0,56.78740004077554
2333.04,4,14,0,0,1,0,1,12.037099804729223
9836.65,1,14,1,1,1,0,1,68.85570008307695
9836.65,1,14,1,1,1,0,1,67.70639983005822
9833.29,1,14,1,1,1,0,1,65.76450006105006
13072.56,500000,17,0,1,0,0,0,630.3737999405712
2083.0,76157,32,1,0,0,0,0,53.14420000649989
2333.04,4,14,0,0,1,0,1,12.260300107300282
9836.65,1,14,1,1,1,0,1,67.67580006271601
13072.56,500000,17,0,1,0,0,0,623.0711000971496
2333.04,4,14,0,0,1,0,1,12.170200003311038
2333.04,4,14,0,0,1,0,1,13.836000114679337
2083.0,76157,32,1,0,0,0,0,78.60100013203919
13072.56,500000,17,0,1,0,0,0,594.4374999962747
13072.56,500000,17,0,1,0,0,0,592.8055997937918
9833.29,1,14,1,1,1,0,1,63.27860010787845
2083.0,93623,32,1,0,0,0,0,93.98080012761056
13072.56,500000,17,0,1,0,0,0,605.1492001861334
9833.29,1,14,1,1,1,0,1,68.65420006215572
2083.0,25197,32,1,0,0,0,0,42.354799807071686
9836.65,1,14,1,1,1,0,1,151.08930016867816
2333.04,4,14,0,0,1,0,1,20.65890002995729
9830.51,1,14,1,1,1,0,1,67.96119990758598
13072.56,500000,17,0,1,0,0,0,642.5652999896556
9830.51,1,14,1,1,1,0,1,62.38699983805418
2083.0,48740,32,1,0,0,0,0,64.48419997468591
2083.0,25197,32,1,0,0,0,0,19.97649995610118
2333.04,4,14,0,0,1,0,1,11.51939993724227
2333.04,4,14,0,0,1,0,1,14.600700000301003
2333.04,4,14,0,0,1,0,1,18.91920017078519
2333.04,4,14,0,0,1,0,1,19.655799958854917
2333.04,4,14,0,0,1,0,1,19.18619987554848
9833.29,1,14,1,1,1,0,1,71.00540003739297
2333.04,4,14,0,0,1,0,1,18.479400081560016
9836.65,1,14,1,1,1,0,1,73.633800027892
13072.56,500000,17,0,1,0,0,0,625.0798997934908
2083.0,66793,32,1,0,0,0,0,49.809099873527884
9832.22,1,14,1,1,1,0,1,69.57980012521148
2333.04,4,14,0,0,1,0,1,19.250100012868643
2083.0,25007,32,1,0,0,0,0,36.90210008062422
2083.0,90417,32,1,0,0,0,0,95.93020007014276
9836.65,1,14,1,1,1,0,1,66.11769995652139
2083.0,24947,32,1,0,0,0,0,43.59559994190931
9830.51,1,14,1,1,1,0,1,65.1497000362724
13072.56,500000,17,0,1,0,0,0,587.0986999943852
2333.04,4,14,0,0,1,0,1,11.723000090569258
2083.0,34510,32,1,0,0,0,0,33.0717999022454
9833.29,1,14,1,1,1,0,1,73.33500008098781
13072.56,500000,17,0,1,0,0,0,613.8072998728603
9830.51,1,14,1,1,1,0,1,68.06969991885126
2083.0,20623,32,1,0,0,0,0,37.5361000187695
13072.56,500000,17,0,1,0,0,0,636.3292001187801
13072.56,500000,17,0,1,0,0,0,598.3782999683172
9836.65,1,14,1,1,1,0,1,67.80409999191761
2333.04,4,14,0,0,1,0,1,21.688600070774555
2333.04,4,14,0,0,1,0,1,20.22830001078546
2083.0,61913,32,1,0,0,0,0,71.80999987758696
13072.56,500000,17,0,1,0,0,0,590.2034000027925
2083.0,68290,32,1,0,0,0,0,46.22870008461177
13072.56,500000,17,0,1,0,0,0,616.8814999982715
13072.56,500000,17,0,1,0,0,0,599.7488000430167
2083.0,25007,32,1,0,0,0,0,28.588599991053343
2083.0,79387,32,1,0,0,0,0,51.44369998015463
13072.56,500000,17,0,1,0,0,0,607.2273999452591
2333.04,4,14,0,0,1,0,1,11.47789997048676
2083.0,25197,32,1,0,0,0,0,30.717700021341443
9836.65,1,14,1,1,1,0,1,64.98780008405447
9832.22,1,14,1,1,1,0,1,65.47939986921847
13072.56,500000,17,0,1,0,0,0,606.7894001025707
2083.0,79387,32,1,0,0,0,0,59.2851999681443
2083.0,87343,32,1,0,0,0,0,61.4811999257654
2083.0,60267,32,1,0,0,0,0,48.49670012481511
13072.56,500000,17,0,1,0,0,0,595.5647001974285
13072.56,500000,17,0,1,0,0,0,636.4726000465453
13072.56,500000,17,0,1,0,0,0,603.0062998179346
2083.0,31347,32,1,0,0,0,0,34.190500155091286
9833.29,1,14,1,1,1,0,1,85.3730000089854
2083.0,25197,32,1,0,0,0,0,35.57609999552369
2083.0,84117,32,1,0,0,0,0,96.58130002208054
2333.04,4,14,0,0,1,0,1,11.842899955809116
2333.04,4,14,0,0,1,0,1,11.18739997036755
13072.56,500000,17,0,1,0,0,0,615.6639000400901
9836.65,1,14,1,1,1,0,1,67.80870002694428
9832.22,1,14,1,1,1,0,1,71.56009995378554
13072.56,500000,17,0,1,0,0,0,593.6223000753671
2083.0,92113,32,1,0,0,0,0,66.41179998405278
2083.0,39067,32,1,0,0,0,0,36.23680002056062
9836.65,1,14,1,1,1,0,1,65.14880014583468
2333.04,4,14,0,0,1,0,1,19.582100212574005
9830.51,1,14,1,1,1,0,1,69.6229999884963
2083.0,43903,32,1,0,0,0,0,51.8505999352783
13072.56,500000,17,0,1,0,0,0,625.3857999108732
9836.65,1,14,1,1,1,0,1,63.59690008684993
2333.04,4,14,0,0,1,0,1,19.227700075134635
2083.0,24947,32,1,0,0,0,0,40.82669992931187
2083.0,25197,32,1,0,0,0,0,45.26549996808171
9830.51,1,14,1,1,1,0,1,74.50530002824962
2083.0,34510,32,1,0,0,0,0,41.279499884694815
2333.04,4,14,0,0,1,0,1,20.54399996995926
13072.56,500000,17,0,1,0,0,0,617.4518000334501
2083.0,25007,32,1,0,0,0,0,37.08070004358888
2333.04,4,14,0,0,1,0,1,10.8988001011312
13072.56,500000,17,0,1,0,0,0,584.6639999654144
13072.56,500000,17,0,1,0,0,0,579.7339999116957
9830.51,1,14,1,1,1,0,1,63.47379996441305
2333.04,4,14,0,0,1,0,1,18.90519983135164
2083.0,25007,32,1,0,0,0,0,38.5567001067102
13072.56,500000,17,0,1,0,0,0,631.0704001225531
13072.56,500000,17,0,1,0,0,0,569.8110000230372
13072.56,500000,17,0,1,0,0,0,607.4566000606865
13072.56,500000,17,0,1,0,0,0,617.0328999869525
2083.0,63643,32,1,0,0,0,0,48.83949994109571
2083.0,25007,32,1,0,0,0,0,19.1987999714911
2083.0,24850,32,1,0,0,0,0,18.75260006636381
2333.04,4,14,0,0,1,0,1,12.682299828156829
2083.0,65227,32,1,0,0,0,0,68.88879998587072
13072.56,500000,17,0,1,0,0,0,640.7667000312358
2083.0,55220,32,1,0,0,0,0,41.00860003381968
2333.04,4,14,0,0,1,0,1,12.269699946045876
9833.29,1,14,1,1,1,0,1,84.23650008626282
9836.65,1,14,1,1,1,0,1,80.83070022985339
2083.0,45617,32,1,0,0,0,0,60.573199996724725
2333.04,4,14,0,0,1,0,1,11.120199924334884
13072.56,500000,17,0,1,0,0,0,599.5235000737011
9832.22,1,14,1,1,1,0,1,78.69499991647899
13072.56,500000,17,0,1,0,0,0,644.1627999302
9833.29,1,14,1,1,1,0,1,79.65940004214644
2333.04,4,14,0,0,1,0,1,19.197599962353703
2083.0,22193,32,1,0,0,0,0,33.369600074365735
9830.51,1,14,1,1,1,0,1,76.24439988285303
13072.56,500000,17,0,1,0,0,0,653.2771000638604
9832.22,1,14,1,1,1,0,1,71.39159995131195
2083.0,45617,32,1,0,0,0,0,55.6457000784576
13072.56,500000,17,0,1,0,0,0,610.5830001179129
2083.0,93623,32,1,0,0,0,0,63.950000097975135
13072.56,500000,17,0,1,0,0,0,596.5351001359522
2083.0,56903,32,1,0,0,0,0,41.22560005635023
13072.56,500000,17,0,1,0,0,0,591.8076001107693
9833.29,1,14,1,1,1,0,1,81.37420006096363
2083.0,96910,32,1,0,0,0,0,102.22440003417432
13072.56,500000,17,0,1,0,0,0,591.3971001282334
2083.0,74580,32,1,0,0,0,0,50.67759985104203
2333.04,4,14,0,0,1,0,1,11.628299951553345
2333.04,4,14,0,0,1,0,1,12.136399978771806
2333.04,4,14,0,0,1,0,1,13.468499993905423
2083.0,24850,32,1,0,0,0,0,41.81530000641942
